"DETAILED_FUTURE_REGEN","First Name","Common Name","Last Name","Birth date","Nation","Favourite Team","Ethnicity","Skin Tone","Hair Colour","Height(in cm)","Weight(in kg)","Preferred Foot","Preferred Position","Favourite Number","Birth City","CA","PA","Club ID"
"DETAILED_FUTURE_REGEN","Aaron","","Wan-Bissaka","26/11/2027","765","","3","16","5","182","72","2","DEFENDER_RIGHT_SIDE","","7940864","102","164","642"
"DETAILED_FUTURE_REGEN","Aaron","","Ramsdale","14/05/2028","765","","0","2","1","191","85","2","GOALKEEPER","","100075","102","165","708"
"DETAILED_FUTURE_REGEN","Aaron","","Lennon","17/04/2017","765","","9","13","3","165","63","2","ATTACKING_MIDFIELDER_RIGHT_SIDE","","Leeds","102","168","671"
"DETAILED_FUTURE_REGEN","Aaron","","Ramsey","26/12/2020","801","","0","3","3","178","76","2","MIDFIELDER_CENTRAL","","352816","102","169","625"
"DETAILED_FUTURE_REGEN","Aaron","Aaron Chang","Winter","01/03/2017","110","","3","13","5","176","74","4","MIDFIELDER_CENTRAL","","103140","103","176","992"
"DETAILED_FUTURE_REGEN","Aaron","","Hickey","10/06/2032","793","","0","1","3","176","72","4","DEFENDER_LEFT_SIDE","","102580","102","165","1569"
"DETAILED_FUTURE_REGEN","Aarón","","Ñíguez","27/04/2019","796","","1","5","3","171","70","2","ATTACKING_MIDFIELDER_CENTRAL","","Elche","102","164","1775"
"DETAILED_FUTURE_REGEN","Abakar","","Sylla","25/12/2032","24","","3","18","5","188","78","3","DEFENDER_CENTRAL","","8631791","103","173","8626797"
"DETAILED_FUTURE_REGEN","Abde","Ez Abde","Ezzalzouli","17/12/2031","34","","1","8","3","177","73","2","ATTACKING_MIDFIELDER_LEFT_SIDE","","7600983","102","164","1716"
"DETAILED_FUTURE_REGEN","Abdelhak","","Nouri","02/04/2017","34","","2","7","3","170","67","2","MIDFIELDER_CENTRAL","","715","103","170","992"
"DETAILED_FUTURE_REGEN","Abdoulaye","","Doucouré","01/01/2023","769","","3","18","5","183","70","2","MIDFIELDER_CENTRAL","","85040781","102","164","884"
"DETAILED_FUTURE_REGEN","Abedi","Abedi Pelé","Ayew","05/11/2014","21","","3","16","5","174","64","3","ATTACKING_MIDFIELDER_CENTRAL","","105241","103","178","5340893"
"DETAILED_FUTURE_REGEN","Abel","","Balbo","01/06/2016","1649","","1","7","3","180","78","4","ATTACKER_CENTRAL","","14018410","102","167","91"
"DETAILED_FUTURE_REGEN","Abel","","Xavier","30/11/2012","788","","3","15","1","186","82","2","DEFENDER_CENTRAL","","23017810","102","169","1487"
"DETAILED_FUTURE_REGEN","Abelardo","Abelardo","Fernández Antuna","19/04/2010","796","","1","7","5","182","78","2","DEFENDER_CENTRAL","","393","102","168","1744"
"DETAILED_FUTURE_REGEN","Abgar","","Barsom","03/09/2017","797","","2","12","3","172","75","2","ATTACKING_MIDFIELDER_LEFT_SIDE","","Stockholm","102","168","2151"
"DETAILED_FUTURE_REGEN","Abou","","Diaby","11/05/2016","769","","3","16","5","192","79","4","MIDFIELDER_CENTRAL","","270","103","172","824"
"DETAILED_FUTURE_REGEN","Achraf","","Hakimi","05/11/2028","34","","2","9","5","181","73","2","DEFENDER_RIGHT_SIDE","","341","103","173","1736"
"DETAILED_FUTURE_REGEN","Adam","","Johnson","14/07/2017","765","","0","1","3","175","63","3","ATTACKING_MIDFIELDER_LEFT_SIDE","","Sunderland","102","164","685"
"DETAILED_FUTURE_REGEN","Adam","","Lallana","10/05/2018","765","","0","5","3","173","73","4","ATTACKING_MIDFIELDER_CENTRAL","","106615","102","164","713"
"DETAILED_FUTURE_REGEN","Adam","","Hinshelwood","08/01/2014","765","","0","6","3","178","71","2","DEFENDER_LEFT_SIDE","","Oxford","102","167","618"
"DETAILED_FUTURE_REGEN","Adam","","Gemili","06/10/2013","765","","0","9","3","178","75","3","DEFENDER_LEFT_SIDE","","100023","103","171","630"
"DETAILED_FUTURE_REGEN","Adam","","Hložek","25/07/2032","763","","0","3","3","188","84","2","ATTACKER_CENTRAL","","5648027","103","172","476"
"DETAILED_FUTURE_REGEN","Adam","","Wharton","06/02/2034","765","","0","1","2","182","78","4","MIDFIELDER_CENTRAL","","100026","102","168","612"
"DETAILED_FUTURE_REGEN","Adama","","Traoré","25/01/2026","796","","3","15","5","178","72","2","ATTACKING_MIDFIELDER_RIGHT_SIDE","","4203011","102","160","1708"
