"DETAILED_FUTURE_REGEN","First Name","Common Name","Last Name","Birth date","Nation","Favourite Team","Ethnicity","Skin Tone","Hair Colour","Height(in cm)","Weight(in kg)","Preferred Foot","Preferred Position","Favourite Number","Birth City","CA","PA","Club ID"
"DETAILED_FUTURE_REGEN","Ruifeng","Gu Ruifeng","Gu","08/01/2004","110","","10","8","5","185","74","2","DEFENDER_CENTRAL","","5627734","96","-7","55027259"
"DETAILED_FUTURE_REGEN","Ouxiang","Chen Ouxiang","Chen","01/01/2005","110","","10","7","5","178","74","3","DEFENDER_RIGHT_SIDE","","814091","96","-7","67148466"
"DETAILED_FUTURE_REGEN","Shenghan","Li Shenghan","Li","01/01/2005","110","","10","6","5","193","84","2","GOALKEEPER","","128057","96","-7","4212228"
"DETAILED_FUTURE_REGEN","Jingxin","Ji Jingxin","Ji","01/01/2005","110","","10","8","5","178","74","2","ATTACKER_CENTRAL","","128046","96","-7","814086"
"DETAILED_FUTURE_REGEN","Jiafeng","Li Jiafeng","Li","03/02/2005","110","","10","8","5","191","82","2","GOALKEEPER","","128055","96","-7","62123106"
"DETAILED_FUTURE_REGEN","Ourin","Zhang Aolin","Chou","25/04/2005","110","","10","5","3","192","84","3","GOALKEEPER","","788890","101","153","1186"
"DETAILED_FUTURE_REGEN","Shihan","Chen Shihan","Chen","21/05/2005","110","","10","8","5","174","67","3","ATTACKING_MIDFIELDER_LEFT_SIDE","","1023797","96","-7","261"
"DETAILED_FUTURE_REGEN","Qiushi","Zhuo Qiushi","Zhuo","06/08/2005","110","","10","8","5","178","69","2","MIDFIELDER_CENTRAL","","103194","96","-7","814840"
"DETAILED_FUTURE_REGEN","Enze","Song Enze","Song","01/09/2005","110","","10","8","5","181","74","2","MIDFIELDER_CENTRAL","","128057","96","-7","55001196"
"DETAILED_FUTURE_REGEN","Fangze","Ning Fangze","Ning","11/09/2005","110","","10","6","5","178","69","3","ATTACKER_CENTRAL","","5627428","96","-7","788904"
"DETAILED_FUTURE_REGEN","Han","Yu Han","Yu","20/09/2005","110","","10","7","5","176","68","2","MIDFIELDER_CENTRAL","","128057","96","-7","8875762"
"DETAILED_FUTURE_REGEN","Tianyi","Wang Tianyi","Wang","02/12/2005","110","","10","8","5","178","71","3","ATTACKER_CENTRAL","","131146","97","-8","1777"
"DETAILED_FUTURE_REGEN","Ruixi","Ma Ruixi","Ma","01/01/2006","110","","10","7","5","176","69","2","ATTACKING_MIDFIELDER_CENTRAL","","128050","96","-7","5745180"
"DETAILED_FUTURE_REGEN","Shichao","Hao Shichao","Hao","01/01/2006","110","","10","8","5","175","68","2","MIDFIELDER_CENTRAL","","128050","96","-7","5745180"
"DETAILED_FUTURE_REGEN","Jincheng","Liu Jincheng","Liu","09/01/2006","110","","10","7","5","175","69","2","MIDFIELDER_CENTRAL","","128046","96","-7","4212153"
"DETAILED_FUTURE_REGEN","Haowen","Wang Haowen","Wang","17/02/2006","110","","10","7","5","185","78","2","DEFENDER_CENTRAL","","131231","96","-7","1714"
"DETAILED_FUTURE_REGEN","Qingbin","Zhou Qingbin","Zhou","01/01/2007","110","","10","7","5","179","73","3","DEFENDER_LEFT_SIDE","","128046","96","-7","1675"
"DETAILED_FUTURE_REGEN","Sikuan","Meng Sikuan","Meng","13/06/2007","110","","10","8","5","176","70","2","MIDFIELDER_CENTRAL","","128055","96","-7","1675"
"DETAILED_FUTURE_REGEN","Shenghao","Huang Shenghao","Huang","01/08/2007","38","","10","18","5","179","73","3","MIDFIELDER_CENTRAL","","128055","97","-8","2000328121"
"DETAILED_FUTURE_REGEN","San","Liao Yangyang","Novak","30/10/2007","795","","10","3","3","172","67","3","ATTACKING_MIDFIELDER_LEFT_SIDE","","128059","97","-8","1639"
"DETAILED_FUTURE_REGEN","Qinyuan","Xue Qinyu","Xue","26/11/2007","110","","10","8","5","177","73","3","MIDFIELDER_CENTRAL","","128055","96","-7","814086"
"DETAILED_FUTURE_REGEN","Qinyu","Wan Qinyu","Wan","01/01/2008","110","","10","8","5","175","72","3","MIDFIELDER_CENTRAL","","128055","96","-7","824393"
"DETAILED_FUTURE_REGEN","Ryan","","Liu","01/01/2008","110","","10","6","5","178","74","2","ATTACKING_MIDFIELDER_CENTRAL","","100062","97","-8","679"
"DETAILED_FUTURE_REGEN","Tianze","Xu Tianze","Xu","01/01/2008","110","","10","7","5","182","73","2","DEFENDER_RIGHT_SIDE","","131171","96","-7","109031"
"DETAILED_FUTURE_REGEN","Haozhou","Sun Haozhou","Sun","01/01/2008","110","","10","8","5","181","73","2","DEFENDER_RIGHT_SIDE","","128055","96","-7","4203009"
"DETAILED_FUTURE_REGEN","José Antonio","Ximénez","Jiménez","10/02/2008","796","","1","8","3","174","73","3","ATTACKING_MIDFIELDER_LEFT_SIDE","","383","99","-9","1717"
"DETAILED_FUTURE_REGEN","Isaac","Isaac Chin","Tortola","21/02/2008","110","","10","7","5","182","76","3","ATTACKING_MIDFIELDER_CENTRAL","","491","96","-7","2006962"
"DETAILED_FUTURE_REGEN","Shijie","Zhou Shijie","Zhou","16/04/2008","110","","10","7","5","190","82","2","GOALKEEPER","","128046","96","-7","4212153"
"DETAILED_FUTURE_REGEN","Thibaut","","Espinas","07/05/2008","769","","1","7","1","180","75","2","ATTACKING_MIDFIELDER_RIGHT_SIDE","","8426350","99","-9","866"
"DETAILED_FUTURE_REGEN","Ørjan","","Njord","17/05/2008","786","","0","5","1","186","80","2","ATTACKER_CENTRAL","","800005","99","-9","1376"
"DETAILED_FUTURE_REGEN","Haoran","Zhang Haoran","Zhang","20/05/2008","110","","10","7","5","176","69","3","MIDFIELDER_CENTRAL","","131171","96","-7","67128847"
"DETAILED_FUTURE_REGEN","Jiale","Qu Jiale","Qu","11/06/2008","110","","10","8","5","176","74","3","MIDFIELDER_CENTRAL","","1016689","96","-7","4212118"
"DETAILED_FUTURE_REGEN","Holger","","Nachtegall","14/06/2008","764","","0","5","5","176","73","2","DEFENDER_RIGHT_SIDE","","131","99","-9","483"
"DETAILED_FUTURE_REGEN","Tomasso","","Cellini","19/06/2008","776","","1","7","3","178","76","2","MIDFIELDER_CENTRAL","","831256","99","-9","1099"
"DETAILED_FUTURE_REGEN","Phillipp","","Ostwald","01/08/2008","771","","0","4","2","180","72","2","ATTACKING_MIDFIELDER_CENTRAL","","600","99","-9","91013388"
"DETAILED_FUTURE_REGEN","Hongfu","Zhang Hongfu","Zhang","22/08/2008","48","","10","18","5","189","82","3","DEFENDER_CENTRAL","","128055","97","-8","4212118"
"DETAILED_FUTURE_REGEN","Gunnar","","Stromer","02/11/2008","797","","0","4","2","185","77","2","DEFENDER_CENTRAL","","431","99","-9","1780"
